rating,review
1,"['beli', 'flash', 'sale', 'xiaomi', 'redmi', 'a', 'powerbank', 'knp', 'yg', 'dateng', 'cuma', 'hpnya', 'aja', 'pdahal', 'bayar', 'sepaket', 'sama', 'powerbank']"
1,"['barangnya', 'sudah', 'sampai', 'secara', 'cepat', 'dan', 'tepat', 'tp', 'sayang', 'saya', 'pesan', 'item', 'yg', 'item', 'kok', 'dibatalkan', 'sepihak', 'oleh', 'lazada']"
5,"['proses', 'waktu', 'pengiriman', 'setelah', 'pemesanan', 'sangat', 'cepat', 'kurang', 'dari', 'hari', 'xiaomi', 'redmi', 'a', 'sudah', 'on', 'hand', 'packing', 'rapih', 'tidak', 'ada', 'cacat', 'barang', 'saat', 'diterima', 'terima', 'kasih', 'lazada']"
1,"['barang', 'bagus', 'banget', 'garansi', 'tam', 'dikirim', 'jam', 'malam', 'kamis', 'hari', 'sabtu', 'sore', 'sampai', 'pokok', 'nya', 'cepat', 'terimakasih', 'lazada']"
5,"['bulan', 'lalu', 'dpet', 'redmi', 'plus', 'gold', 'dan', 'item', 'skrng', 'dapet', 'pagi', 'redmi', 'a', 'ga', 'ragu', 'lagi', 'belanja', 'di', 'lazada']"
1,"['lazadaa', 'ituuu', 'kadangh', 'lamaa', 'pengirimannya', 'kadang', 'cepeett', 'lazada', 'ituuu', 'rawan', 'salah', 'harga', 'dan', 'rawan', 'cansel']"
4,"['ini', 'pertama', 'kali', 'dapet', 'flash', 'sale', 'barang', 'sampai', 'dengan', 'aman', 'packing', 'rapi', 'walaupun', 'pengiriman', 'lama', 'tapi', 'puaslah', 'terima', 'kasih', 'buat', 'lazada']"
5,"['pengiriman', 'cepat', 'kurir', 'ramah', 'lazada', 'paling', 'top', 'barang', 'sesuai', 'pesanan', 'klesuruah', 'jos', 'pokoe', 'buat', 'lazada']"
5,"['bismillah', 'walkhamdulillah', 'barang', 'telah', 'diterima', 'dengan', 'baik', 'dan', 'kurir', 'juga', 'baik', 'krn', 'menghubungi', 'dahulu', 'sebelum', 'akan', 'kirim', 'terima', 'kasih']"
5,"['flash', 'sale', 'terbaik', 'pesan', 'kemarin', 'hari', 'ini', 'langsung', 'diterima', 'terimakasih', 'lazada', 'happy', 'birthday']"
5,"['mohon', 'lain', 'kali', 'ke', 'depannya', 'jangan', 'hanya', 'bergantung', 'pada', 'satu', 'agen', 'kurir', 'pengiriman', 'posisi', 'saya', 'bisa', 'ditempuh', 'dalam', 'waktu', 'hari', 'tapi', 'bisa', 'hari', 'waktu', 'pengirimannnya', 'mohon', 'agar', 'diperhatikan', 'agar', 'pelanggan', 'tidak', 'kecewa']"
4,"['hari', 'minggu', 'mas', 'kurir', 'tetep', 'nganterin', 'barang', 'thank', 'you', 'mas', 'kurir', 'lebih', 'cepat', 'dari', 'estimasi', 'barang', 'gak', 'usah', 'diragukan', 'garansi', 'tam', 'walau', 'sempet', 'ragu', 'soale', 'beda', 'ama', 'sebelumya', 'makasih', 'lazada']"
5,"['waktu', 'fles', 'sel', 'dpt', 'pcs', 'cuma', 'yang', 'diacc', 'hanya', 'pcs', 'sangat', 'disayangkan', 'sekali', 'semoga', 'kedepannya', 'lazada', 'lebih', 'proaktif', 'utk', 'ada', 'fles', 'sale', 'jangan', 'kapok', 'utk', 'cs', 'lazada', 'kalo', 'saia', 'sering', 'komplein', 'thanks']"
5,"['meskipun', 'tadi', 'kurirnya', 'minta', 'maaf', 'tapi', 'memang', 'sudah', 'tugasnya', 'untuk', 'mengantarkan', 'satu', 'per', 'satu', 'barang', 'ke', 'pelanggan', 'bukannya', 'pelanggan', 'diminta', 'mendatangi', 'dia', 'dengan', 'alasan', 'bawaannya', 'banyak', 'tolong', 'dibina', 'lagi']"
5,"['jualnya', 'seharga', 'bundling', 'dgn', 'hands', 'free', 'tapi', 'trnyata', 'hp', 'nya', 'doang', 'yg', 'datang', 'handsfree', 'nya', 'gak', 'datang', 'sama', 'sekali']"
3,"['jadi', 'saya', 'bingung', 'harus', 'balikin', 'dana', 'atao', 'jd', 'vocher', 'balikin', 'dana', 'smpai', 'mnggu', 'jadi', 'vocher', 'sampai', 'beli', 'produk', 'lain', 'yg', 'tak', 'di', 'ingin', 'kan', 'kapok']"
4,"['sebanyak', 'unit', 'hp', 'xiomie', 'redmi', 'a', 'yg', 'saya', 'dapat', 'telah', 'd', 'batalkan', 'lazada', 'dengan', 'berbagai', 'alasan', 'sampai', 'sya', 'dapt', 'unit', 'terakhir', 'dekat', 'lebaran', 'juga', 'di', 'batalkan', 'dengan', 'alasan', 'tidak', 'dapat', 'dikirim', 'karna', 'sudah', 'mau', 'libur', 'super', 'parah', 'lazada', 'ga', 'bertanggung', 'jawab']"
5,"['terimakasih', 'berkat', 'lazada', 'saya', 'bisa', 'menabung', 'bisa', 'dapat', 'penghasilan', 'tambahan', 'meskipun', 'banyak', 'yg', 'komplain', 'tapi', 'bagi', 'saya', 'saya', 'sangat', 'berterimakasih', 'kepada', 'lazada', 'semoga', 'kedepan', 'lazada', 'semakin', 'suksea', 'dan', 'maju']"
1,"['udah', 'kesekian', 'kali', 'ikut', 'flash', 'sale', 'alhamdulillah', 'barang', 'sampe', 'smua', 'tapi', 'setiap', 'pembelian', 'selalu', 'lupa', 'menyelipkan', 'invoice']"
1,"['barang', 'sampai', 'dengan', 'aman', 'meskipun', 'sistem', 'cod', 'butuh', 'waktu', 'sampe', 'seminggu', 'dan', 'sempat', 'reschedule', 'pengiriman', 'oleh', 'ninja', 'dengan', 'alasan', 'nomor', 'saya', 'tidak', 'dapat', 'dihubungi', 'padahal', 'gak', 'ada', 'kurir', 'ninja', 'yg', 'menghubungi', 'saya', 'tapi', 'alhamdulillah', 'barang', 'sampai', 'dan', 'kurir', 'ninja', 'masih', 'tetap', 'amanah', 'btw', 'sebenarnya', 'saya', 'sempat', 'tdk', 'tau', 'kalau', 'saya', 'berhasil', 'pas', 'fs', 'ini', 'kirain', 'gagal', 'eh', 'tau', 'ada', 'email', 'pemberitahuan', 'bahwa', 'pesanan', 'sedang', 'dikirim', 'kaget', 'tp', 'seneng', 'banget', 'wkwkwk']"
1,"['barang', 'bagus', 'sesuai', 'dengan', 'gambar', 'packing', 'rapi', 'kualitas', 'bagus', 'sesuai', 'harga', 'pengiriman', 'sesuai', 'jadwal', 'recomended', 'seller']"
5,"['kecewa', 'baru', 'dapat', 'krna', 'harga', 'naik', 'pengiriman', 'super', 'cepat', 'sehari', 'nyampe', 'pakai', 'kurir', 'tiki', 'semoga', 'barang', 'awet']"
5,"['sabtu', 'dikabarin', 'barang', 'sampe', 'tp', 'kurir', 'minta', 'saya', 'k', 'lazada', 'aja', 'dgn', 'alasan', 'sudah', 'tdk', 'digudang', 'namun', 'tdk', 'diberitahu', 'tutupny', 'jam', 'brp', 'sampe', 'k', 'lazada', 'udh', 'tutup', 'akhirnya', 'senin', 'brg', 'sampe', 'meski', 'hrs', 'denger', 'curhat', 'si', 'kurir', 'lwt', 'wa', 'kerjaannya', 'byk']"
5,"['hp', 'sejuta', 'umat', 'di', 'tahun', 'ini', 'walaupun', 'harga', 'naik', 'rb', 'tapi', 'hal', 'yang', 'di', 'tawarkan', 'di', 'hp', 'ini', 'melebihi', 'harga', 'merk', 'sebelah', 'yang', 'selevel', 'mendingxiaomi']"
5,"['barang', 'diterima', 'dgn', 'baik', 'hanya', 'saja', 'harap', 'bublewarpnya', 'agak', 'dibanyakin', 'cz', 'kmrn', 'waktu', 'barang', 'nyampe', 'cuman', 'dkasih', 'selembar', 'ja', 'kurang', 'safety', 'overall', 'good']"
5,"['terima', 'kasih', 'lazada', 'paketnya', 'sudah', 'sampai', 'packing', 'rapih', 'dan', 'dalam', 'keadaan', 'segel', 'tapi', 'sayang', 'pengirimannya', 'agak', 'lama', 'pakai', 'ninjaxpress']"
5,"['pertama', 'kali', 'beli', 'dan', 'ikut', 'flash', 'sale', 'lazada', 'g', 'kena', 'ongkir', 'tapi', 'sekarang', 'selalu', 'kena', 'ongkir', 'olshop', 'sebelah', 'g', 'kena', 'ongkir']"
3,"['flashsale', 'di', 'lazada', 'memang', 'tidak', 'nengecewakan', 'untuk', 'barang', 'ini', 'saya', 'sangat', 'setuju', 'stok', 'di', 'perbanyak', 'lagi']"
5,"['harga', 'naik', 'tapi', 'tetap']"
5,"['oknum', 'gudang', 'ninjavan', 'mengalami', 'buta', 'huruf', 'tidak', 'bisa', 'baca', 'alamat', 'dipaket', 'jelas', 'banget', 'tujuan', 'purworejo', 'jawa', 'tengah', 'dikirim', 'nya', 'ke', 'purworejo', 'jawa', 'timur']"
4,"['barang', 'sesuai', 'deskripsi', 'garansi', 'tam', 'barang', 'biasanya', 'hari', 'udh', 'sampai', 'tapi', 'skrg', 'agak', 'lama', 'karena', 'tanggal', 'merah']"
4,"['kurir', 'ninja', 'sangat', 'lambat', 'dalam', 'bekerja', 'percuma', 'saya', 'menambah', 'uang', 'pengiriman', 'tpi', 'kinerjanya', 'kurang', 'baik', 'saking', 'tidak', 'mau', 'ruginya', 'sampai', 'memaksakan', 'ngirim', 'dimalam', 'hari']"
5,"['ayo', 'tungguin', 'flash', 'sale', 'setiap', 'hari', 'kamis', 'semoga', 'semua', 'beruntung', 'mendapatkan', 'brgnya', 'makasih', 'lazada']"
5,"['barang', 'sudah', 'saya', 'terima', 'terima', 'kasih', 'tetapi', 'lebih', 'baik', 'memakai', 'ekspedisi', 'jne', 'saja', 'di', 'banding', 'tiki', 'karena', 'sedikit', 'mahal', 'bagi', 'kami', 'yang', 'berada', 'di', 'kota', 'baubau', 'sulawesi', 'tenggara']"
4,"['kurir', 'benar', 'benar', 'payah', 'paket', 'lama', 'banget', 'sampai', 'bisnis', 'jadi', 'macet', 'tolong', 'dong', 'lazada', 'jangan', 'kirim', 'paket', 'pakai', 'ninja', 'xpress', 'benar', 'bener', 'mengesalkan']"
4,"['kurir', 'ramah', 'dan', 'toleransi', 'siap', 'menunggu', 'klo', 'kebetulan', 'orang', 'rumah', 'tidak', 'ada', 'pertahankan', 'n', 'maju', 'terus', 'lazada']"
3,"['barang', 'datang', 'dengan', 'selamat', 'dengan', 'packing', 'yang', 'lebih', 'baik', 'daripada', 'biasanya', 'sekarang', 'pake', 'box', 'cuman', 'kurirnya', 'ga', 'sabaran', 'disuruh', 'nunggu', 'sebentar', 'buat', 'pembayaran', 'cod', 'akhirnya', 'dari', 'hati', 'sabtu', 'baru', 'nerima', 'hari', 'senin', 'ini', 'tapi', 'barang', 'memuaskan']"
5,"['buruk', 'banget', 'sudah', 'bayar', 'pada', 'tepat', 'waktu', 'tapi', 'sampai', 'sekarang', 'belum', 'di', 'konfirmasi', 'juga', 'gimana', 'tuh', 'tindak', 'lanjutnya']"
5,"['makasih', 'lazada', 'barang', 'dateng', 'cepet', 'tapi', 'sayang', 'banget', 'kurirnya', 'songong', 'dan', 'itu', 'aja', 'si', 'kurangnya', 'cuma', 'pelayanan', 'kurir', 'kurang', 'memuaskan']"
5,"['dengan', 'kemudahan', 'yg', 'di', 'berikan', 'dengan', 'cepat', 'tanggapnya', 'dan', 'dengan', 'aman', 'y', 'barang', 'permintaan', 'pelanggan', 'sampai', 'di', 'tujuan', 'semoga', 'lazada', 'da', 'n', 'mitra', 'y', 'semakin', 'melejit', 'aamiinn']"
4,"['lazada', 'is', 'the', 'best', 'produk', 'kwalitas', 'trjamin', 'pngiriman', 'kilat', 'packing', 'nya', 'rapih', 'kurir', 'nya', 'ramah', 'lngganan', 'favorit', 'nomr', 'toko', 'terbesarr', 'istimewa', 'produk', 'nya', 'thank', 's', 'lazada', 'ttep', 'jaya', 'sllu', 'tingkatin', 'produk', 'ber', 'kwalitas']"
5,"['pengiriman', 'cepat', 'walaupun', 'lagi', 'flash', 'sale', 'barang', 'sesuai', 'tapi', 'harganya', 'sekarang', 'naik', 'packingnya', 'ga', 'sefety', 'banget', 'cuma', 'dikasi', 'bubble', 'wrap', 'selembar', 'untung', 'hp', 'nya', 'ga', 'apa']"
1,"['ini', 'pertama', 'kali', 'dapet', 'sale', 'pas', 'ulang', 'taun', 'lazada', 'barang', 'sampai', 'dengan', 'lengkap', 'dan', 'selamat', 'on', 'time', 'juga', 'thx', 'lazada']"
3,"['di', 'flash', 'sale', 'dijual', 'dengan', 'powerbank', 'kapasitas', 'tapi', 'pas', 'dateng', 'dibuka', 'isinya', 'hp', 'aja', 'powerbank', 'nya', 'gak', 'ada']"
5,"['barang', 'sampai', 'dengan', 'selamat', 'tolong', 'pakek', 'jasa', 'pangiriman', 'yang', 'rekomended', 'soalnya', 'kiriman', 'saya', 'masih', 'yg', 'belum', 'sampai', 'mohon', 'diperbaiki']"
5,"['pesanan', 'bagus', 'sayangnya', 'pake', 'ninja', 'expres', 'ke', 'jakarta', 'hari', 'belum', 'sampai', 'udah', 'dapet', 'wa', 'barang', 'dikirim', 'tetapi', 'belum', 'dikirim', 'jg']"
5,"['barang', 'sudah', 'diterima', 'dgn', 'kondisi', 'baik', 'dan', 'sesuai', 'pesanan', 'packing', 'dilengkapi', 'bubble', 'wrap', 'jadi', 'aman', 'recommended', 'seller']"
5,"['dapat', 'redmi', 'a', 'power', 'bank', 'xiomi', 'saat', 'flash', 'sale', 'barang', 'cepet', 'sampai', 'setelah', 'di', 'buka', 'bikin', 'kecewa', 'tidak', 'ada', 'unit', 'power', 'bank', 'nya', 'hadeuh', 'kalau', 'hp', 'nya', 'redmi', 'a', 'top', 'lah', 'untuk', 'kisaran', 'harga', 'segitu']"
1,"['pengiriman', 'sangat', 'cepat', 'barang', 'oke', 'pengemasan', 'bagus', 'pokoknya', 'semuanya', 'mantap', 'tingkatkan', 'terus', 'lazada']"
5,"['untuk', 'kurir', 'yg', 'antar', 'bagus', 'tdk', 'sperti', 'kurir', 'yg', 'sebelum', 'a', 'antar', 'mohon', 'pihak', 'lazada', 'lebih', 'ketat', 'lg', 'untuk', 'tiap', 'barang', 'yg', 'd', 'kirim', 'oleh', 'kurir', 'a', 'apkah', 'benar', 'sudah', 'smpai', 'ap', 'belum', 'trimakasih']"
4,"['order', 'kamis', 'tgl', 'april', 'no', 'order', 'barangnya', 'belum', 'datang', 'katanya', 'nunggu', 'x', 'jam', 'sampai', 'hari', 'ini', 'belum', 'di', 'kirim']"
5,"['barang', 'bagus', 'sesuai', 'deskripsi', 'dan', 'packing', 'juga', 'bagus', 'tetapi', 'pengiriman', 'lama', 'melalui', 'expedisi', 'ninja', 'van', 'id', 'mengecewakan', 'tetapi', 'respon', 'lazada', 'sangat', 'baik', 'terbaiklah', 'lazada', 'pokoknya']"
4,"['sudah', 'beberapa', 'kali', 'ikutan', 'flashsale', 'selalu', 'gagal', 'dan', 'akhirnya', 'sekarang', 'dapat', 'juga', 'anak', 'saya', 'senang', 'dapat', 'hp', 'baru', 'terimakasih', 'lazada', 'mantap']"
5,"['pengiriman', 'cepat', 'mendarat', 'dgn', 'selamat', 'cuma', 'kenapa', 'skarang', 'harga', 'nya', 'naik', 'padahal', 'lazada', 'lagi', 'ulang', 'tahun', 'hihihi']"
5,"['sejauh', 'ini', 'tampak', 'dari', 'packing', 'kemasan', 'ok', 'soalnya', 'belum', 'di', 'coba', 'tes', 'belum', 'di', 'buka', 'dari', 'segel', 'nya', 'karena', 'pesanan', 'orang']"
5,"['pengiriman', 'jkt', 'ke', 'jkt', 'seminggu', 'lama', 'banget', 'dah', 'gitu', 'kardusnya', 'penyok', 'kayak', 'kena', 'tumpukan', 'barang', 'saran', 'klu', 'bisa', 'pakai', 'kurir', 'lzd', 'jangan', 'pakai', 'sebelah', 'lama', 'bangeettt']"
5,"['cuman', 'minus', 'waktu', 'pengiriman', 'doang', 'kenapa', 'pake', 'ninja', 'selalu', 'malam', 'nyampe', 'kirimannya', 'yaa', 'apa', 'karena', 'cod']"
5,"['hpnya', 'bagus', 'garansi', 'tam', 'pengiriman', 'cepat', 'terima', 'kasih', 'lel', 'expres', 'dan', 'terima', 'kasih', 'lazada', 'bagus', 'lazada']"
5,"['keren', 'lah', 'sesuai', 'harga', 'cuma', 'dapet', 'nya', 'aja', 'yg', 'susah', 'pengiriman', 'lebih', 'cepet', 'dr', 'yg', 'di', 'info', 'pesanan', 'kurir', 'ga', 'sms', 'dulu', 'untung', 'ada', 'duit']"
4,"['semoga', 'di', 'flash', 'sale', 'berikutnya', 'keberuntungan', 'akan', 'selalu', 'berpihak', 'pada', 'saya', 'have', 'a', 'nice', 'shopping', 'in', 'lazada']"
2,"['the', 'only', 'downside', 'about', 'this', 'transaction', 'was', 'the', 'difficult', 'to', 'get', 'it', 'in', 'flash', 'sale', 'but', 'it', 'paid', 'off', 'when', 'you', 'success', 'and', 'courier', 'man', 'mas', 'suryadi', 'was', 'very', 'helpful']"
5,"['ahhhh', 'sudah', 'lah', 'kali', 'ini', 'kebeli', 'lagi', 'hahaha', 'yang', 'lain', 'pada', 'susah', 'dapat', 'hape', 'ini', 'ane', 'malah', 'dapat', 'terus', 'kiriman', 'cuma', 'hari', 'gilaaa', 'bener', 'happy', 'birthday', 'lazada', 'sukses', 'terus']"
5,"['pengiriman', 'terlalu', 'lama', 'normal', 'hari', 'ini', 'harus', 'nunggu', 'hari', 'tolong', 'ditingkatkan', 'dibagian', 'jasa', 'pengiriman', 'ganti', 'jasa', 'pengiriman', 'yg', 'lebih', 'baik']"
5,"['pesan', 'tanggal', 'diterima', 'tanggal', 'hp', 'belum', 'ada', 'kendala', 'kenapa', 'tidak', 'ada', 'kartu', 'garansi', 'ya', 'kartu', 'garansi', 'bisa', 'didapat', 'dimana', 'cara', 'klaim', 'garansi', 'bagaimana']"
5,"['om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet', 'om', 'om', 'telolet']"
5,"['barang', 'sesuai', 'pesanan', 'dikirim', 'lebih', 'cepat', 'dari', 'perkiraan', 'kondisi', 'packing', 'bagus', 'tidak', 'cacat', 'trims', 'lazada']"
5,"['barang', 'bagus', 'pengiriman', 'cepat', 'hanya', 'dpt', 'di', 'flash', 'sale', 'harus', 'cepat', 'standby', 'di', 'layar', 'kmputer', 'or', 'di', 'hp', 'hehhe']"
4,"['bagus', 'namun', 'harganya', 'lebih', 'baik', 'seperti', 'sebelumnya', 'karena', 'terlalu', 'naik', 'tinggi', 'dan', 'saat', 'lazada', 'ulang', 'tahun', 'harusnya', 'harganya', 'tetap', 'atau', 'kurang', 'bukan', 'malah', 'tambah', 'naik']"
4,"['pengiriman', 'cepat', 'sebelum', 'estimasi', 'ternyata', 'sudah', 'nyampek', 'rumah', 'packing', 'rapi', 'mantap', 'lah', 'cuma', 'buat', 'masukan', 'saja', 'seharusnya', 'kurir', 'pihak', 'pengirim', 'ketika', 'mulai', 'berangkat', 'dari', 'gudang', 'sudah', 'memberi', 'sms', 'ke', 'semua', 'penerima', 'sehingga', 'tidak', 'terlalu', 'mendadak', 'saat', 'mau', 'cod', 'nya', 'terima', 'kasih', 'lazada', 'sukses', 'selalu']"
5,"['semua', 'keluarga', 'dan', 'rekan', 'kerja', 'hp', 'nya', 'saya', 'upgrade', 'semua', 'jadi', 'xiaomi', 'semua', 'walau', 'belum', 'kebagian', 'semua', 'nunggu', 'flash', 'sale', 'selanjutnya']"
5,"['barang', 'bagus', 'harga', 'bersahabat', 'kualitas', 'bagus', 'untuk', 'smartphone', 'di', 'kelasnya', 'dapat', 'memasang', 'kartu', 'mmc', 'packing', 'rapi', 'kurir', 'ramah', 'tepat', 'waktu']"
5,"['barang', 'sudah', 'saya', 'terima', 'terima', 'kasih', 'pengirimannya', 'sayangnya', 'tidak', 'seauai', 'estimasi', 'yang', 'ditentukan', 'lazada']"
4,"['barang', 'bagus', 'pngiriman', 'cepat', 'peset', 'tgl', 'mei', 'tgl', 'mei', 'dah', 'datang', 'kurirnya', 'ramah', 'banget', 'thanks', 'lazada', 'xiaomi']"
4,"['lazada', 'sangat', 'mengecewakan', 'flash', 'sale', 'tanggal', 'juni', 'janji', 'dikirim', 'tanggal', 'juni', 'hanya', 'penipuan', 'publik']"
5,"['pengiriman', 'cepat', 'cuman', 'sayang', 'cuman', 'dapat', 'hp', 'sama', 'kardus', 'nya', 'aja', 'ga', 'ada', 'kartu', 'garansi', 'nya', 'sama', 'headset']"
5,"['brg', 'ok', 'pengiriman', 'cepat', 'overall', 'sangat', 'baik', 'cmn', 'harga', 'hp', 'nya', 'naik', 'kalau', 'bisa', 'balikin', 'ke', 'harga', 'rb', 'lg', 'hehehe']"
4,"['sampai', 'saat', 'ini', 'xiaomi', 'redmi', 'a', 'saya', 'belum', 'di', 'terima', 'tp', 'status', 'sudah', 'terkirim', 'kurir', 'ninja', 'tidak', 'konsekuen']"
5,"['ulasan', 'ini', 'ditulis', 'karena', 'kewajiban', 'untuk', 'memberikan', 'sebuah', 'ulasan', 'tentang', 'produk', 'yang', 'harus', 'diulas', 'karena', 'sungguh', 'produk', 'ini', 'benar', 'benar', 'dibeli', 'dengan', 'kewajiban', 'untuk', 'menulis', 'ulasan', 'yang', 'baik', 'dan', 'benar']"
1,"['uda', 'ikut', 'flashsale', 'berkali', 'tp', 'ga', 'dapet', 'juga', 'sekali', 'dapet', 'gak', 'nanggung', 'unit', 'sekali', 'gus', 'thanks', 'lazada']"
3,"['tolong', 'dong', 'pengirimanya', 'jangan', 'pakai', 'ninja', 'lagi', 'pengiriman', 'lama', 'udah', 'harganya', 'naik', 'pngiriman', 'bukanya', 'tambah', 'cepat', 'malah', 'tambah', 'lama']"
5,"['saya', 'pesan', 'express', 'mei', 'berharap', 'sampai', 'mei', 'juga', 'cs', 'telp', 'saya', 'maximal', 'sampai', 'jam', 'tetapi', 'saya', 'menunggu', 'sampai', 'dengan', 'jam', 'kurir', 'tak', 'kunjung', 'tiba', 'lalu', 'saya', 'sudah', 'berkali', 'kali', 'live', 'chat', 'dengan', 'cs', 'konfirm', 'akan', 'di', 'email', 'x', 'jam', 'barang', 'datang', 'mei', 'saya', 'hanya', 'mau', 'bayar', 'product', 'saja', 'tidak', 'bisa', 'harus', 'bayar', 'full']"
5,"['baru', 'pertama', 'kali', 'ikut', 'flash', 'sale', 'redmi', 'a', 'langsung', 'dapat', 'yeay', 'kurirnya', 'juga', 'cepat', 'barang', 'bagus', 'sudah', 'dipakai', 'beberapa', 'minggu', 'gak', 'ada', 'masalah']"
5,"['udah', 'berapa', 'kali', 'coba', 'baru', 'dapet', 'walaupun', 'harganya', 'lebih', 'mahal', 'ribu', 'tapi', 'gpp', 'krn', 'untuk', 'spek', 'seperti', 'hape', 'ini', 'belom', 'ada', 'yang', 'menyaingi']"
