5,"Yeaaay.. keberutungan pun datang, sempat absen di flash sale sebelumnya, tgl 27/12. Karena warna yg diinginkan tdk dijual, warna emas (gold).
Hmm.. sudah pesimis sih, waktu flash sale 3/1/2018 kemrin, mulai website down, proses pemesannya jg bikin tegang dan extra sabar plus do'a... 
booomm.. pkl 11:18 dapet no. pesananan! Berhasil.. berhasil..
Tidak berselang lama lgsg melunasinya, setelah verified pada sorenya pkl 16:05 di hari yg sama sudah masuk logistik... Alhamdulilah. 
Gratis ongkir, dgn minimnya pengemasannya dan berutungnya saat diterima box HP masih baik, tentunya berkat peran tim logistiknya. Tidak memakan banyak waktu proses pengirimannya. 
Kurirnya ramah. Dan kondisi HP nya sesuai deskripsinya. 
Terima kasih Lazada, Xiaomi dan Ninja Van. Sukses selalu"
5,"CUKUP BAGUS UNTUK HARGA SEGITU, SEMOGA AWET DAN TIDAK PERLU DIGARANSIKAN.
JIKALAU NANTI MEMANG HARUS DIGARANSIKAN, TOLONG UNTUK PIHAK LAZADA MELAYANI DENGAN RAMAH DAN BIJAKSANA"
1,"Pake sistem cod, status sudah diterima padahal gak ada sama sekali kurir yang datang. Pasti ini barang dijual lagi sama kurirnya. Tolong dipecat kurir seperti ini"
5,"Mantap, akhirnya kebagian flash sale redmi 5a. Hp keren, gak salah kalau dibilang #hpterbaikdikelasnya
Pengirimannya super cepat, 2 hari lgsung sampai ke Pematangsiantar.. Semoga dapat lagi fs tgal 10 Jan nanti.."
5,"ok bgt...smpet deg2an brngnya nyampe atau ga...eh ternyata cpt bgt smpenya...rabu pesan,kamis sore sdh dtg brngnya...mantablah dgn hrg sejetong krng dpt hp yg ok bgt...tq lazada"
1,"Baru sampai drumah, begitu di hidupkan masih oke selama 5 menit nah tiba-tiba tanpa di sentuh mati total nggak bisa diapa-apain"
5,"paket cepat sampe, pesen rabu kamis langsung sampai. cuma bonus yg tertera di kartu indosatnya ga bisa dipake. tp oke bgt dengan harga segitu. Tx lazada"
1,Barang belum saya terima tapi status di email dan LEX sudah diterima. Bisa minta kontak kurir lex yang jail itu?
1,"Beli pas flash sale 17 januari, tapi sampai 24 januari masih belum sampai. mungkin karena COD jadi pengiriman lambat. mohon Lazada mempertimbangkan kurir/agen pengirimannya. Atau kalau COD memang begini ya layanan pengirimannya."
5,"Alhamdulillah dapet juga,,, sesi pertama  ga dapet... Akhirnya yang sesi ke baru dapet,,,hp nya bagus harga murah... Pokoknya mantap dah...."
1,"Barang pesanan saya nomer order 3459829346 nomer resi jne 0106601715496574 pesanan tanggal 10/01/2018 sampai saat ini tanggal 17/01/2018 belum di terima/sampai ke saya,saya sudah telfn jne pusat jne cabang alasan proses terus,hubungi cs lazada pun sama...ini kesalahan di jne apa di lazadanya bos..."
5,"Gila, Redmi 5A jadi rebutan, untung kemarin dapat harga PROMO,  1 menit udah habis, siapa dapat dia dapat. kelebihan HP ini karna saya tertarik dengan garansi TAM resminya. biar di kota saya bisa klaim garansi dengan mudah dari pada kirim balik ke luar kota. makasih sekali LAZADA, kapan-kapan ada kan lagi PROMO MI MAX 3 nanti ya di pertengahan tahun nanti."
1,"Ikut flash sale tgl 10 Jan 2018 dengan nomor pesanan #3554249346, hingga saat ini gak tau barangnya ada dimana. Konfirmasi ke CS selalu dijawab masih verifikasi. Proses verifikasi kok lama ya..."
1,Cape gua komplain sana sini ga ada hasil ! Dari tanggal 17 JANUARI 2018 SAMPE SEKARANG 27 JANUARI 2018 MASI AJA BELUM SAMPE !! BENER2 NI GAJELAS BARANG GUA DIMANA ASTAGA :(. FYI : Kata lazada pesenan gua dikirim SAP ( SATRIA ANTARAN PRIMA ) dan kalo di tracking ga jelas bgt cuman ada tanggal incoming dan outgoing.
1,"Udah lama2 nungguin flash sale dan masuk keranjang belanja tp pas mw check out malah server gangguan,niat dijual g sihh gan......kecewa berat"
1,Status pesanan saya yg flashsale tgl 10 sdh diterima tetapi sampai dgn skrg saya belum terima pesanan saya teraebut?  Mohon pihak Lazada untuk di tindak lanjuti.
3,"puas si bs dpt hp harga terbaru dan murah,apalagi cpet bgt nyampe nya dan berjuang bgt dapetin nya. tapi stlh gw buka dan gw pake harga segitu pantes aja si. soalnya ga dapet headset, tulisan di box nya dpt garansi tam tapi ddlmnya ga ada kartu garansi, dan perdana IM3 nya ga bs dipake Krn minta id outlet. id outlet nya udh coba browsing dan masukin smua id tapi ga bs. mubazir bgt kan. ya ada plus minus nya lah.tapi emng ga se wah yg gw bayangin"
5,"HP Murah tapi ga murahan, ga perluulasan banyak, sdh banyak reviewnya di Youtube, sangat sayang bila dilewatkan kesempatan promosinya...."
1,"Barang udah susah didapat to tiba2 dibatalkan. Padahal saya tidak membatalkan. Ternyata dr pihak kurir Lazadanya. 
Sangat mengecewakan"
1,"Kurir pengiriman tidak ramah, untuk lazada saya ucapkan terimakasih atas paketnya. Untuk kurirnya saya kurang nyaman. Tidak ramah"
1,Barang saya yang pesen tanggal 17 januari smpai sekarang belum smpai kenapa ya?  Tolong di cek dan proses?
1,"Pada tanggal 17 Januari 2018 saya berhasil memasukan  Xiaomi Redmi 5A dalam keranjang dan saya mendapat SMS untuk bayar di Indo Maret. 
Puku 11:38  saya bayar di Indo Maret 1 jam kemudian pukul 12:44 saya dapat SMS bahwa pesanan saya dibatalkan oleh LAZADA diminta mengisi form pengembalian dana. Pada hari itu juga  sya isi dan saya kirim ke Lazada.. 
Sampai hari ini Tgl. 7 Pebruari 2018  { 21 hari) uang saya belum di kembalikan.
Berulang kali saya tanyakan dijawab akan di proses..
Hari Sabtu kemarin tgl. 3 Pebruari saya ditelpon diberitahu bahwa uang saya sedang ditransfer. Sampai saat inipun ternyata belum masuk. perlu berapa lama transfer uang ke Bank.BRAVOOO LAZADA !!!!????!!!"
1,"menunggu yang tak pasti, pesanan sudah dibayar malah di cancel sepihak capek dech.. mendingan tidak dapat sekalian atau dicancel sebelum dilakukan pembayaran. ini masukan buat lazada kejadian semacam ini tidak terjadi lagi bikin kecewa pembeli"
5,"Beruntung banget bisa dapat satu Redmi 5A dari Flashsale kali ini, barang bagus dengan harga sangat murah."
4,"Produk ok sesuai harga, tp pengiriman lazada payah.. Pilih pengiriman sameday tapi baru dikirim besoknya."
1,"Alhamdulillah dapat setelah kedua kalinya ikut Flashsale.
Pengiriman cepat.
Kartu garansi TAM tidak diberikan.
Paket Bundling simcard sudah terpasang didalam HP (bukan saya yg pasang).
Kardus Hp tidak segel tapi terbungkus plastik dengan rapi.
Produk sesuai deskripsi.
Bayar via COD (lok saya di Depok)
Kurir Ramah murah senyum.
Semoga lain kali bisa memberikan pelayanan yg lebih baik lagi.

Thanks Lazada Xiaomi dan Indosat."
5,"(Xiaomi Redmi 5A - Gold - Snapdragron 425 Quad-core)
tidak saya terima, tidak ada datang kerumah tapi tiba-tiba tertulis produk diterima..
tolong hp ini dikirim, saya sudah menunggu lama.."
1,"menunggu yang tak pasti, pesanan sudah dibayar malah di cancel sepihak capek dech.. mendingan tidak dapat sekalian atau dicancel sebelum dilakukan pembayaran. ini masukan buat lazada kejadian semacam ini tidak terjadi lagi bikin kecewa pembeli"
5,"Beruntung banget bisa dapat satu Redmi 5A dari Flashsale kali ini, barang bagus dengan harga sangat murah."
3,"Produk ok sesuai harga, tp pengiriman lazada payah.. Pilih pengiriman sameday tapi baru dikirim besoknya."
4,"Alhamdulillah dapat setelah kedua kalinya ikut Flashsale.
Pengiriman cepat.
Kartu garansi TAM tidak diberikan.
Paket Bundling simcard sudah terpasang didalam HP (bukan saya yg pasang).
Kardus Hp tidak segel tapi terbungkus plastik dengan rapi.
Produk sesuai deskripsi.
Bayar via COD (lok saya di Depok)
Kurir Ramah murah senyum.
Semoga lain kali bisa memberikan pelayanan yg lebih baik lagi.

Thanks Lazada Xiaomi dan Indosat."
1,"(Xiaomi Redmi 5A - Gold - Snapdragron 425 Quad-core)
tidak saya terima, tidak ada datang kerumah tapi tiba-tiba tertulis produk diterima..
tolong hp ini dikirim, saya sudah menunggu lama.."
5,"Susah banget dapatinnya. Tapi akhirnya dp juga pengirimannya juga cepat,  kurirnya juga baik... Barangnya ok.  Plus kartu im3 dan garansi tam."
1,Yang murah belum tentu murahan yang mahal belum tentu bagus tapi yang ini udah murah tapi mantap dan tetap oye
5,"Terimakasih Lazada kiriman sudah diterima, packing bagus ada bubblenya sehingga barang didalam aman 
#mifans"
1,"saya telah mendapatkan kode virtual dan juga telah melakukan pembayaran, 
akan tetapi setelah kkira kira 3 hari berikutnya, saya dapat info dari lazada, bahwa pesanan saya dibatalkan.


saat ini ,saya menunggu proses pengembalian data"
1,"Pesan flash sale tgl 10, batas pengiriman tgl 19, disuruh tunggu sampe tgl 23, tgl 24 belum datang juga, disuruh tunggu lagi, KECEWA PISAN,."
3,Baik pihak lazada dan phak pengirim SAP tidak memberikan update notifikasi pesanan. Sehingga penerima kesulitan menerima informasi barang kiriman berada dimana?
5,"Order untuk barang ini sebaiknya dibatasi.
Soalnya barang dah di borong sama yg merasa punya uang banyak.
Maksimal sekali order 2 saja, biar yg lain kebagian."
5,"Kemasan rapi, barang lumayan bagus sesuai dengan pesanan,bagi yang masih ragu dengan ninja Xpress g usah takut akan komentar yg g bagus nyatanya sampai dengan cepat good lazada good ninja xpress"
3,Saya beli 2 yg ini asli original dan yg satu ya palsu lazada tolong donk ditindak lnjutin
5,"sangat baik harganya dan pengirimannya, tapi sebaiknya website diperbaiki untuk produk produk yang limited (website tidak eror)"
1,Barang tidak sampai. Terus saja minta estimasi waktu. Minta refund uang malah ribet dipersulit. Waktu saya tracking no order. Kok ga ada pesanan di situs tracking. Tidak ada transparansi banget. Ditanya posisi barang dimana. Cuman jawab lagi pengiriman. Kalo emang ada di warehouse bandung. Saya akan ambil kesana ke kopo
1,"Hpnya tidak sampai ke rumah tp info dilazada telah diterima..
Kecewa lah sama lazada.."
5,"Produk keren, enak digenggam, spek baik, harga OK banget, tks lazada,  tks xiaomi, flash selanjutnya mau ikutan beli lagi nih, tolong d bantu preoritasin yah"
4,"Senang sekali Dapat Redmi 5A Gold dan bisa Bayar Di Tempat.
Sempat khawatir pesanan saya di cacel karena dpt email yg isinya: ""pengiriman pesanan anda kami tunda""
semoga yg pingin dapat redmi 5A di lazada, segera terwujud."
1,"Parah nih.
Barang dr tanggal 17 belum juga sampai, malah dibilang NINJA VAN gagal dikirim dan akan dikembalikan ke LAZADA secara sepihak karena saya dibilang mau membatalkan pesanan. Ketemu aja tidak sama kurirnya.
Nah sama kejadiannya dengan yang belum diterima, tapi statusnya sudah diterima."
1,"saya baca notif di bawah...banyak kasus notif sudah diterima...tapi barang tidak ada .termasuk juga saya sama.....barangnya kemana wwwwwwwooooooooiiiiiiiiii....sayang brand sudah besar.tapi oknum seperti ini di biarkan berulang ulang,....dan tidak ada tanggapan????terima kasih"
5,"Untuk smartphone di kelasnya, harga terbilang murah untuk kualitas yang tidak bisa dibilang murahan."
5,"Low Price - High Performance
Handphone seharga 999 ribu, performa ga kalah sama handphone seharga 3 jutaan."
4,Cepat sampai terus packingnya bagus tapi id ouletnya apa yah... jadinya harus dilepas tuh kartu indosatnya
1,"Udah bayar, berharap barangnya udah datang. Tiba2 di tolak....SAKIT MAAAK...SAKIT :("
1,hp baru seminggu ga bisa di charges dalam keadaan menyala.. sudah dibawa ke xiaomi nya.. sudah benar tp hanya 1 minggu begitu kembali.. sampe 3 x saya bolak balik karena hanya kuat 1 minggu selalu begitu..
1,"kiriman cepat, jauh dari prkiraan saya...alhamdulillah akhirnya hp pesanan nyape setelah 2 minggu menunggu flash, yg pertama gagal tgl 27, baru sukses tgl 3 januari setelah bnyal perjuangan, mulai beli kuota, nungguin jam 11, truz jaringan lemot mungkn krn sking bnyaknya yg beli"
1,"redmi 5A menawarkan spesifikasi yang tinggi dikelasnya dengan harga yang sangat bersahabat, cocok untuk entry level yang mengingikan kualitas terbaik...."
4,Setiap sudah dapat tinggal loading kode pembayaran selalu sistem down sudah 4 Minggu berturut.payah
5,"Pesanan saya dibatalkan sepihak oleh lazada dengan alasan tidak jelas, padahal sudah melakukan pembayaran"
1,hp baru seminggu ga bisa di charges dalam keadaan menyala.. sudah dibawa ke xiaomi nya.. sudah benar tp hanya 1 minggu begitu kembali.. sampe 3 x saya bolak balik karena hanya kuat 1 minggu selalu begitu..
5,"kiriman cepat, jauh dari prkiraan saya...alhamdulillah akhirnya hp pesanan nyape setelah 2 minggu menunggu flash, yg pertama gagal tgl 27, baru sukses tgl 3 januari setelah bnyal perjuangan, mulai beli kuota, nungguin jam 11, truz jaringan lemot mungkn krn sking bnyaknya yg beli"
4,"redmi 5A menawarkan spesifikasi yang tinggi dikelasnya dengan harga yang sangat bersahabat, cocok untuk entry level yang mengingikan kualitas terbaik...."
1,Setiap sudah dapat tinggal loading kode pembayaran selalu sistem down sudah 4 Minggu berturut.payah
1,"Pesanan saya dibatalkan sepihak oleh lazada dengan alasan tidak jelas, padahal sudah melakukan pembayaran"
4,"produk bagus, tapi sayangnya koq buku garansi TAM nya ga ada yaa..yang ada cuma buku panduannya aja..semoga ada penggantian/kiriman lagi buat buku garansinya..sayang kan klo belum lama rusak, mau klaimnya gimana?..tolong dibantu dong lazada..overall Thank Lazada"
1,"Pengiriman Ke Medan Lama Banget, biasanya 3/4 hari sampai. Ini sudah seminggu Lebih Belum Sampai Pesanan Saya, Padahal Metode Pembayarannya Transfer. Mohon Untuk Ditindaklanjuti Team Lazada."
4,"Alhamdulillah pengiriman cepat dan barang keterima dalam kondisi baik, thanks lazada semoga di tingkatkan terus kualitas pengiriminnya"
1,Udah semingg barang belum nyampe padahal uang dah d transfer. Udah lapor ke cs beberapa Kali tetap aja belum dapat jawaban/alasan. TOLONG PELAYANAN NYA DI PERBAIKI
5,"Kualitas HP ini oke lah, sesuai dengan kantong. Pengiriman dari Lazada juga oke menurut saya, rapih dan cepat."
5,Mantap !!! thx lazada pesanannya sdh sampai sempet hopeless ga dpt sih pas ikut flash sale kemarin soalnya sempet error kata nya double order & setelah di refresh eh troli nya malah kosong tp ga lama kemudian dpt email & sms tagihan kalau orderannya ternyata berhasil so thank you so much lazada
1,"susah susah dapat barang flashsale, eh si anj*ng barangnya ga sampe tapi di lacak pesan barang telah di terima, ada main sama kurirnya"
1,"Kecewa sama varian warna gold, barangnya sudah tergores pas unboxing. Apa itu cacad pabrik atau kesalahan saat perakitan hingga bodynya yang warna gold tergores, pdhl pengirimannya sangat cepat. Sudah 2x beli warna grey ngak masalah, mulus2 saja. Tapi yang gold sungguh mengecewakan."
4,"Gillee..barangnya bagus gaaann..harga murah dibanding dengan harga HP lain sekelasnya..pokoknya ga bakalan nyesel dahhh beli barang ini. Siap-siap yang mau beli Redmi 5A, tanggal 10 januari 2018 Lazada flash sale lagi.."
5,"Produknya good quality,tidak kalah sama merk lain,juga paling good di kelasnya,saya juga berencana akan beli 3 unit lg"
3,"Saran untuk yg akan membeli lebih jangan bayar di tempat karena melihat komplain yg ada rata rata barang ga sampai dan di jual lagi sama kurir. Disini kurir tetep dapet duit yg akan di serahkan ke lazada. Jadi bisa dimainin dengan mudah.

Kalo ga cod, misal indomaret pasti gak bakal dimainin sama kurir. Karena barang dateng tanpa penyerahan uang. Dan pihak lazada pasti bakal langsung tindak lanjutin.
Kalo cod kan kalian cuman rugi waktu dan kesempatan, jd pihak lazada juga nganggepnya sepele karena kalian ga rugi duit. Paling cuman dapet maaf maaf doang dr lazada"
1,Kok nomor perdananya bekas ya.... ternyata nomornya udah punya akun line
5,"gak cuma2 nambah 10.000 buat same day .. sore langsung dateng.. hahahah.. my hoky day
HOKI HOKI HOKI an beli yang satu ini mah.. Thank u Lazada"
4,"barang di terima dalam waktu 2 hari,barang bagus sesuai pesanan,garansi Tam.sayang kartu indosat nya tidak bisa di aktifkan..."
5,"Selama ikut flashsale baru kali ini dapet, puas banget dengan harga dibawah 1jt dapat hp yang cukup mumpuni dikelasnya. Pengiriman juga cepat banget. Tks Lazada."
1,"Mohon mf pihak Lazada yg terhormat,minta penjelasan nya barang belum saya terima tapi ada pemberitahuan di gmail status brng udah di terima?kenapa bisa?.pesanan saya #3181954696,nomor resi LXRT-1000039937,Jasa pengirim LEL EXPRESS.mohon penjelasan nya apakah ada permainan kurir atau ada orang lain yg nerima barang selain saya.klo jatuh ke tangan orang lain napa kurir gk nelepon saya kan ada nomor nya?. Terimakasih Lazada"
1,Pesanan atas nama feri Permana #3879521226 blom nyampe juga ya tolong di cek kembali saya butuh hp'y mksh ...
5,"mantap jaya barang ok, pengiriman sesuai jadwal. namun terkendala di website flashsale nya harus koneksi ke wifi id baru kenceng"
5,"Sesuai deskripsi.sekedar saran untuk pembeli yang status barang di terima tapi ente belum menerima barang tersebut lebih baik ente komplain ke cs lazada via FB .gw kemaren juga gitu ,trus kurir datang Dengan wajah memelas untuk cabut laporan ke cs lazada karena dia mau di pecat .alasanya kurir barang hilang meski gw gk percaya .yah karena gw kasihan juga akhirnya bikin laporan palsu bahwa barang diterima temen gw."
5,"Barang sampe di kantor jam 8 malem deg-degan juga nungguinnya soalnya ga ada kabar sampe jam 1/2 7 malem....
Akhirnya ditelepon sama kurir dan ketemuan di kantor jam 8 mlm COD lancar, saking kepengen pulang sampe saat nulis ini blm buka segel.... rencananya buat surprise ke Nyonya.... Semoga barangnya bagus.... Thanks"
2,"saya gak nerima barng nya tiba keterangan sudah di terima tolong dong area bandar lampung kurir nya yg bner  order flash sale susah nunggu nya 
pas dapet malah di ambil kurir nya ."
5,"Barang sudah diterima, pengiriman cepat dan dalam keadaan baik tersegel rapi. Gak percuma nyoba dari 3 minggu yang lalu. Thanks Lazada."
1,"Kamera belakang rusak, gk bisa fokus, sudah d coba berkali kali tetap gk bisa fokus. Produk kayak gitu kok bisa lolos QC gmna?  Sangat mengecewakan, Lazada sangat sangat mengecewakan pelayanannya."
5,"kalo bisa server lazadanya di perkuat lagi min biar gak down sewaktu flash sale,,,
packing rapi,pengiriman cepat,pokok nya mantap
#mendingxiaomi"
5,"Terima Kasih Lazada :-) 

- Barangnya sesuai dengan pesanan 
- Kecepatan pengiriman produk sangat cepat 
- Kualitas barang sangat bagus
- Layanan sangat baik

#Redmi5A"
2,"Udah 3 kali beli yang grey NORMAL, giliran dapet yang gold barang RUSAK! Gabisa dinyalain, dicharge juga gabisa! Saya udah kembaliin barangnya, saya mau diganti baru, gak mau cuma dibenerin doang! Karena barang rusak! Makasih."
5,"beli melalui flash sale di keterangan Hp Xiomi 5A free power bank Rp.1 ,399 rb, tetapi setelah proses pembayaran deskripsi berubah hanya Hp tanpa ada power bank sehingga ketika pengiriman saya hanya mendapatkan Hp saja, kecewa"
1,"Ini hp emg ngerusak pasaran. Merk laen dg spek sama ada di kisaran 1.5jt, eh ini 1jt doang ha ha"
5,Made in Indonesia ya.. oke lah dgn harga flash sale 1juta.. pake dulu kalo udah agak lama tau baik buruknya aku kasi ulasan lagi.
5,"Mantap pengiriman cepat, barang mulus kaya fantat bayi, buat yang belom dapet jangan nyinyir dong, nasib lu aja yg ampas persis kaya koneksi lo wkwkwk"
1,"Status nya sudah terima barang, tapi saya tidak sama sekali terima barang."
1,Udah transfer eehh malah d batalin tanpa alasan yg jelas. Mengecewakan.
1,kenapa ya pembeliannya kok dibatalkan? karena saya merasa tidak membatalkannya
1,"saya pesan xiaomi redmi 5a + powerbank,tapi yg dateng hp nya saja powerbank nya ga ada. saya beli sesuai dengan yg ditayangkan dan saya juga sudah membayar harga sesuai dengan yg tepasang diiklan. kalau saya ga dapet powerbanknya brarti kemahalan saya belinya. mohon solusinya,karna saya beli yg plus dengan powerbanknya"
1,"Saya ingin membatalkan pesanan 
#2055889526505
Saya kira dapat 1,99 rb ternyata 1,299 saya ingin membatalkan pesanan tidak sesuai yang saya harapkan.....
Pihak Xiaomi?"
1,"Pengiriman ke kota Depok membutuhkan 11 hari terhitung dari waktu kurir pick-up ke Lazada. Di resi tertera pengiriman dari gudang Ninja di Jakarta Timur. Tidak ada komunikasi atau info di resi mengenai kendala paket. Setelah ditelpon mereka beralasan titik alamat tidak ditemukan, padahal alamat sudah sangat jelas dan ekspedisi lain pun tidak pernah ada kendala seperti itu. 

Lalu jika memang alasan tidak ditemukan titik alamat itu benar mengapa tidak menghubungi saya (penerima) langsung atau memberi keterangan di resi?

Tolong Lazada dipertimbangkan lagi untuk menggunakan kurir Ninja. Tak jarang saya melihat review produk Lazada dengan bintang kecil karena pengiriman yang lambat dari Ninja.

Semoga masukan saya diperhatikan, agar pengalaman berbelanja yang lebih baik ke depan di Lazada. Terima kasih."
2,"kalau bisa euforia flash sale seperti ini diimbangi dengan quality productnya jg, ntah dari lazada atopun dari distributornya, saya trima redmi 5a gold flasnya mati gk ada kacanya jg alias bolong pd tempat flash kameranya seenggaknya meski flashnya mati/gk fungsi tpi tdk bolong, klo bolong gini bisa kemasukan kotoran kan bahaya"
5,"Alhamdulillah akhirnya bisa ganti handphone. Barang sampai dengan selamat aman sentosa. Kurir juga bertanggung jawab. Pemakaian selama 1 bulan lancar tidak ada masalah, semoga kedepannya tidak ada masalah. Baterai baik, 1x charge pagi kuat hingga malam."
1,"barusan diterima dan layarnya ada garis2, lagi mau isi form untuk dikembalikan, 
harus lebih hati2 beli barang murah"
1,Barangnya belum di kirim sampai sekarang jadi bikin orang ga bisa kemana-mana gak ada kepastian dari pihak lazada
5,"murah tapi tidak murahan untuk yang sejenisnya. 
tidak ketinggalan zaman. cukup menjanjikan performanya untuk dipakai di tahun tahun selanjutnya."
5,barang utuh dan tidak ada yg cacat. bonus cuma kartu perdana im3 tapi uda cukup memuaskan lah dari segi harga murah tapi kualitas bagus
4,"Setelah dipakai beberapa bulan speaker mati, mhn infokan Tahap 2 klaim garansi ke TAM. Apakah perlu invoice pembelian jg untuk klaim, klo perlu mohon kirimkan invoice nya ke email saya. Trimakasih"
1,"Pada HP terdapat garis2 samar di layar. Dan sangat mengganggu pemandangan. (Layar cacat)
Tidak ada kartu garansi resmi.
Tidak ada notanya"
5,Produk sudah diterima dengan sangat cepat dan sudah ditest. Semua bekerja dengan baik tanpa cacat. Terima kasih
2,Barang cepet nyampeknya...pesen tgl 10 datang tgl 13 uda nyampek...tpi sayang knp tidak ada buku garansinya
5,"Meskipun Order tgl 17 sampai tgl 24, tpi Alhamdulillah barangnya sampai dengan selamat, Lazada bener2 nepatin janji, Packagingnya juga bagus, ada bubble wrapnya"
5,"Ikut flash dr minggu kemaren, ambil pembayaran COD tp sampai hari ini blum nyampe jg barang ny.... padahal biasa ny g selama ini... d tracking dr hari rabu ud sama kurir tp blum nyampek"" jg sampe sekarang...."
